2016-04-13 01:59:41.134472, cache miss
2016-04-13 01:59:46.224679, cache miss
2016-04-13 01:59:51.316735, cache miss
2016-04-13 01:59:58.402227, cache miss
2016-04-13 02:00:03.491270, cache miss
2016-04-13 02:00:08.602717, cache miss
2016-04-13 02:00:13.694750, cache miss
2016-04-13 02:00:18.780349, cache miss
2016-04-13 02:00:23.869033, cache hit
2016-04-13 02:00:28.965818, cache hit
2016-04-13 02:00:34.048318, cache hit
2016-04-13 02:00:39.153394, cache hit
2016-04-13 02:00:44.240250, cache hit
2016-04-13 02:00:49.313245, cache hit
2016-04-13 02:00:54.395612, cache hit
2016-04-13 02:01:00.477993, cache miss
2016-04-13 02:01:05.551480, cache hit
2016-04-13 02:01:11.631656, cache miss
2016-04-13 02:01:16.714340, cache hit
2016-04-13 02:01:21.792738, cache hit
2016-04-13 02:01:26.867983, cache hit
2016-04-13 02:01:31.950836, cache hit
2016-04-13 02:01:37.026103, cache hit
2016-04-13 02:01:42.125706, cache hit
2016-04-13 02:01:47.208425, cache hit
2016-04-13 02:01:52.295482, cache hit
2016-04-13 02:01:57.381535, cache hit
2016-04-13 02:02:02.485892, cache hit
2016-04-13 02:02:07.570885, cache hit
2016-04-13 02:02:12.688947, cache hit
2016-04-13 02:02:17.769275, cache hit
2016-04-13 02:02:22.865836, cache hit
2016-04-13 02:02:27.939723, cache hit
2016-04-13 02:02:33.016339, cache hit
2016-04-13 02:02:38.095529, cache hit
2016-04-13 02:02:43.199888, cache hit
2016-04-13 02:02:48.384634, cache hit
2016-04-13 02:02:53.478458, cache hit
2016-04-13 02:02:58.551310, cache hit
2016-04-13 02:03:03.620615, cache hit
2016-04-13 02:03:08.700645, cache hit
2016-04-13 02:03:13.899206, cache hit
2016-04-13 02:03:18.978463, cache hit
2016-04-13 02:03:24.060321, cache hit
2016-04-13 02:03:29.134284, cache hit
2016-04-13 02:03:34.226774, cache hit
2016-04-13 02:03:39.299899, cache hit
2016-04-13 02:03:45.374141, cache miss
2016-04-13 02:03:50.460875, cache hit
2016-04-13 02:03:55.542678, cache hit
2016-04-13 02:04:00.634729, cache hit
2016-04-13 02:04:05.723133, cache hit
2016-04-13 02:04:10.808204, cache hit
2016-04-13 02:04:15.959135, cache hit
2016-04-13 02:04:21.047693, cache hit
2016-04-13 02:04:26.126286, cache hit
2016-04-13 02:04:31.215396, cache hit
2016-04-13 02:04:36.293430, cache hit
2016-04-13 02:04:41.370389, cache hit
2016-04-13 02:04:46.514500, cache hit
2016-04-13 02:04:51.588968, cache hit
2016-04-13 02:04:56.685776, cache hit
2016-04-13 02:05:01.766868, cache hit
2016-04-13 02:05:06.839904, cache hit
2016-04-13 02:05:11.913209, cache hit
2016-04-13 02:05:17.002571, cache hit
2016-04-13 02:05:22.083055, cache hit
2016-04-13 02:05:28.157529, cache miss
2016-04-13 02:05:33.230429, cache hit
2016-04-13 02:05:38.303780, cache hit
2016-04-13 02:05:45.501797, cache miss
2016-04-13 02:05:51.643848, cache hit
2016-04-13 02:05:56.722400, cache hit
2016-04-13 02:06:02.805043, cache miss
2016-04-13 02:06:07.884211, cache hit
2016-04-13 02:06:13.026404, cache hit
2016-04-13 02:06:18.105388, cache hit
2016-04-13 02:06:23.189717, cache hit
2016-04-13 02:06:28.268782, cache hit
2016-04-13 02:06:33.346922, cache hit
2016-04-13 02:06:38.432699, cache hit
2016-04-13 02:06:43.513494, cache hit
2016-04-13 02:06:48.604901, cache hit
2016-04-13 02:06:53.699762, cache hit
2016-04-13 02:06:58.778424, cache hit
2016-04-13 02:07:04.868634, cache miss
2016-04-13 02:07:09.950854, cache hit
2016-04-13 02:07:15.042330, cache hit
2016-04-13 02:07:20.119770, cache hit
2016-04-13 02:07:25.192565, cache hit
2016-04-13 02:07:30.299751, cache hit
2016-04-13 02:07:35.373301, cache hit
2016-04-13 02:07:40.450043, cache hit
2016-04-13 02:07:45.532819, cache hit
2016-04-13 02:07:50.613714, cache hit
2016-04-13 02:07:55.694721, cache hit
2016-04-13 02:08:00.781113, cache hit
2016-04-13 02:08:05.885080, cache hit
2016-04-13 02:08:10.979129, cache hit
2016-04-13 02:08:16.065454, cache hit
2016-04-13 02:08:21.152145, cache hit
2016-04-13 02:08:26.246383, cache hit
2016-04-13 02:08:31.334766, cache hit
2016-04-13 02:08:36.418821, cache hit
2016-04-13 02:08:42.527762, cache miss
2016-04-13 02:08:47.620454, cache hit
2016-04-13 02:08:52.711734, cache hit
2016-04-13 02:08:57.796626, cache hit
2016-04-13 02:09:02.878126, cache hit
2016-04-13 02:09:07.964414, cache hit
2016-04-13 02:09:13.065788, cache hit
2016-04-13 02:09:18.149979, cache hit
2016-04-13 02:09:23.256936, cache hit
2016-04-13 02:09:28.341030, cache hit
2016-04-13 02:09:33.421617, cache hit
2016-04-13 02:09:38.507672, cache hit
2016-04-13 02:09:43.591120, cache hit
2016-04-13 02:09:48.679103, cache hit
2016-04-13 02:09:53.782639, cache hit
2016-04-13 02:09:58.879823, cache hit
2016-04-13 02:10:03.968881, cache hit
2016-04-13 02:10:09.053399, cache hit
2016-04-13 02:10:14.164341, cache hit
2016-04-13 02:10:19.285764, cache hit
2016-04-13 02:10:24.379069, cache miss
2016-04-13 02:10:29.475410, cache miss
2016-04-13 02:10:34.629352, cache miss
2016-04-13 02:10:39.745300, cache miss
2016-04-13 02:10:44.898374, cache miss
2016-04-13 02:10:50.008817, cache miss
2016-04-13 02:10:55.099789, cache miss
2016-04-13 02:11:01.191427, cache miss
2016-04-13 02:11:06.295724, cache miss
2016-04-13 02:11:11.392553, cache miss
2016-04-13 02:11:16.485801, cache miss
2016-04-13 02:11:21.575764, cache miss
2016-04-13 02:11:26.659016, cache miss
2016-04-13 02:11:31.749943, cache miss
2016-04-13 02:11:36.880785, cache miss
2016-04-13 02:11:41.968185, cache miss
2016-04-13 02:11:47.102606, cache miss
2016-04-13 02:11:52.191850, cache miss
2016-04-13 02:11:57.289267, cache miss
2016-04-13 02:12:02.370795, cache miss
2016-04-13 02:12:07.455080, cache miss
2016-04-13 02:12:12.539545, cache miss
2016-04-13 02:12:17.621439, cache miss
2016-04-13 02:12:22.694410, cache miss
2016-04-13 02:12:27.782871, cache miss
2016-04-13 02:12:32.862234, cache miss
2016-04-13 02:12:37.937286, cache miss
2016-04-13 02:12:43.042794, cache miss
2016-04-13 02:12:48.139383, cache miss
2016-04-13 02:12:53.211907, cache miss
2016-04-13 02:12:58.290837, cache miss
2016-04-13 02:13:03.371119, cache miss
2016-04-13 02:13:08.458207, cache miss
2016-04-13 02:13:13.539400, cache miss
2016-04-13 02:13:18.623956, cache miss
2016-04-13 02:13:23.701955, cache miss
2016-04-13 02:13:28.790426, cache miss
2016-04-13 02:13:33.871112, cache miss
2016-04-13 02:13:38.952973, cache miss
2016-04-13 02:13:44.050624, cache miss
2016-04-13 02:13:49.143640, cache miss
2016-04-13 02:13:54.254804, cache miss
2016-04-13 02:13:59.345085, cache miss
2016-04-13 02:14:04.441295, cache miss
2016-04-13 02:14:09.549416, cache miss
2016-04-13 02:14:14.673791, cache miss
2016-04-13 02:14:19.778433, cache miss
2016-04-13 02:14:25.870702, cache miss
2016-04-13 02:14:30.951137, cache miss
2016-04-13 02:14:36.037466, cache miss
2016-04-13 02:14:41.110637, cache miss
2016-04-13 02:14:46.195388, cache miss
2016-04-13 02:14:51.269181, cache miss
2016-04-13 02:14:56.345247, cache miss
2016-04-13 02:15:01.426749, cache miss
2016-04-13 02:15:06.510629, cache miss
2016-04-13 02:15:11.595494, cache miss
2016-04-13 02:15:16.685783, cache miss
