2016-04-13 01:59:41.311527, cache miss
2016-04-13 01:59:46.546505, cache miss
2016-04-13 01:59:51.619873, cache miss
2016-04-13 01:59:56.721060, cache miss
2016-04-13 02:00:01.798486, cache miss
2016-04-13 02:00:06.907451, cache miss
2016-04-13 02:00:11.993871, cache miss
2016-04-13 02:00:17.082529, cache miss
2016-04-13 02:00:22.161578, cache miss
2016-04-13 02:00:27.241962, cache miss
2016-04-13 02:00:32.319733, cache miss
2016-04-13 02:00:37.417540, cache miss
2016-04-13 02:00:42.505881, cache miss
2016-04-13 02:00:47.587662, cache miss
2016-04-13 02:00:52.667117, cache miss
2016-04-13 02:00:57.745001, cache miss
2016-04-13 02:01:02.827499, cache miss
2016-04-13 02:01:07.909561, cache miss
2016-04-13 02:01:12.997694, cache miss
2016-04-13 02:01:18.074904, cache miss
2016-04-13 02:01:24.150687, cache miss
2016-04-13 02:01:29.248218, cache miss
2016-04-13 02:01:34.334469, cache miss
2016-04-13 02:01:40.423494, cache miss
2016-04-13 02:01:45.526873, cache miss
2016-04-13 02:01:50.607610, cache miss
2016-04-13 02:01:55.693546, cache miss
2016-04-13 02:02:00.777186, cache miss
2016-04-13 02:02:05.859966, cache miss
2016-04-13 02:02:10.940938, cache miss
2016-04-13 02:02:16.030324, cache miss
2016-04-13 02:02:21.114680, cache miss
2016-04-13 02:02:26.200769, cache miss
2016-04-13 02:02:31.286585, cache miss
2016-04-13 02:02:36.369877, cache miss
2016-04-13 02:02:41.454426, cache miss
2016-04-13 02:02:46.540762, cache miss
2016-04-13 02:02:51.620402, cache miss
2016-04-13 02:02:56.695862, cache miss
2016-04-13 02:03:01.774583, cache miss
2016-04-13 02:03:06.857474, cache miss
2016-04-13 02:03:11.933037, cache miss
2016-04-13 02:03:17.010209, cache miss
2016-04-13 02:03:22.079430, cache miss
2016-04-13 02:03:27.150935, cache miss
2016-04-13 02:03:32.230007, cache miss
2016-04-13 02:03:37.304149, cache miss
2016-04-13 02:03:42.396177, cache miss
2016-04-13 02:03:47.504356, cache miss
2016-04-13 02:03:52.581932, cache miss
2016-04-13 02:03:57.667260, cache miss
2016-04-13 02:04:02.744805, cache miss
2016-04-13 02:04:07.831219, cache miss
2016-04-13 02:04:13.007911, cache miss
2016-04-13 02:04:18.109890, cache miss
2016-04-13 02:04:23.204449, cache miss
2016-04-13 02:04:28.308903, cache miss
2016-04-13 02:04:33.443171, cache miss
2016-04-13 02:04:38.544107, cache miss
2016-04-13 02:04:43.637001, cache miss
2016-04-13 02:04:48.775758, cache miss
2016-04-13 02:04:53.871352, cache miss
2016-04-13 02:04:58.955099, cache miss
2016-04-13 02:05:04.037535, cache miss
2016-04-13 02:05:09.119289, cache miss
2016-04-13 02:05:14.289718, cache miss
2016-04-13 02:05:19.384104, cache miss
2016-04-13 02:05:24.476709, cache miss
2016-04-13 02:05:29.578939, cache miss
2016-04-13 02:05:34.670956, cache miss
2016-04-13 02:05:39.770149, cache miss
2016-04-13 02:05:44.878216, cache miss
2016-04-13 02:05:49.977309, cache miss
2016-04-13 02:05:55.072236, cache miss
2016-04-13 02:06:00.162140, cache miss
2016-04-13 02:06:05.268294, cache miss
2016-04-13 02:06:10.351309, cache miss
2016-04-13 02:06:15.444488, cache miss
2016-04-13 02:06:20.531670, cache miss
2016-04-13 02:06:25.637668, cache miss
2016-04-13 02:06:30.721746, cache miss
2016-04-13 02:06:35.804682, cache miss
2016-04-13 02:06:40.900881, cache miss
2016-04-13 02:06:45.985231, cache miss
2016-04-13 02:06:51.075528, cache miss
2016-04-13 02:06:56.165794, cache miss
2016-04-13 02:07:01.263368, cache miss
2016-04-13 02:07:06.342784, cache miss
2016-04-13 02:07:11.439252, cache miss
2016-04-13 02:07:16.538086, cache miss
2016-04-13 02:07:21.630156, cache miss
2016-04-13 02:07:26.707296, cache miss
2016-04-13 02:07:31.802119, cache miss
2016-04-13 02:07:36.885465, cache miss
2016-04-13 02:07:41.977120, cache miss
2016-04-13 02:07:47.152568, cache miss
2016-04-13 02:07:52.250746, cache miss
2016-04-13 02:07:57.329715, cache miss
2016-04-13 02:08:02.402601, cache miss
2016-04-13 02:08:07.480206, cache miss
2016-04-13 02:08:13.648057, cache miss
2016-04-13 02:08:18.733490, cache miss
2016-04-13 02:08:23.825136, cache miss
2016-04-13 02:08:28.931888, cache miss
2016-04-13 02:08:34.021119, cache miss
2016-04-13 02:08:39.146775, cache miss
2016-04-13 02:08:44.224109, cache miss
2016-04-13 02:08:49.304383, cache miss
2016-04-13 02:08:54.383654, cache miss
2016-04-13 02:08:59.484807, cache miss
2016-04-13 02:09:04.567432, cache miss
2016-04-13 02:09:09.657948, cache miss
2016-04-13 02:09:14.738895, cache miss
2016-04-13 02:09:19.819672, cache miss
2016-04-13 02:09:24.916494, cache miss
2016-04-13 02:09:29.996787, cache miss
2016-04-13 02:09:35.082693, cache miss
2016-04-13 02:09:40.177337, cache miss
2016-04-13 02:09:45.273327, cache miss
2016-04-13 02:09:50.357752, cache miss
2016-04-13 02:09:55.436565, cache miss
2016-04-13 02:10:00.521647, cache miss
2016-04-13 02:10:05.622567, cache miss
2016-04-13 02:10:10.711332, cache miss
2016-04-13 02:10:15.899523, cache miss
2016-04-13 02:10:21.089684, cache miss
2016-04-13 02:10:26.173669, cache miss
2016-04-13 02:10:31.264713, cache miss
2016-04-13 02:10:36.348883, cache miss
2016-04-13 02:10:41.436748, cache miss
2016-04-13 02:10:46.523891, cache miss
2016-04-13 02:10:51.604842, cache miss
2016-04-13 02:10:57.685680, cache miss
2016-04-13 02:11:02.775398, cache miss
2016-04-13 02:11:07.869936, cache miss
2016-04-13 02:11:13.043518, cache miss
2016-04-13 02:11:18.135236, cache miss
2016-04-13 02:11:23.226790, cache miss
2016-04-13 02:11:28.306263, cache miss
2016-04-13 02:11:33.390447, cache miss
2016-04-13 02:11:38.478729, cache miss
2016-04-13 02:11:43.561994, cache miss
2016-04-13 02:11:48.698015, cache miss
2016-04-13 02:11:53.777392, cache miss
2016-04-13 02:11:58.857459, cache miss
2016-04-13 02:12:03.944009, cache miss
2016-04-13 02:12:09.027364, cache miss
2016-04-13 02:12:14.106053, cache miss
2016-04-13 02:12:19.187635, cache miss
2016-04-13 02:12:24.267015, cache miss
2016-04-13 02:12:29.347029, cache miss
