2016-04-11 18:01:49.021464, cache hit
2016-04-11 18:01:54.181121, cache hit
2016-04-11 18:01:59.376324, cache hit
2016-04-11 18:02:04.425576, cache hit
2016-04-11 18:02:49.242516, cache hit
2016-04-11 18:02:55.293608, cache hit
2016-04-11 18:03:00.441111, cache hit
2016-04-11 18:03:05.538440, cache hit
2016-04-11 18:03:11.391758, cache hit
2016-04-11 18:03:16.719055, cache hit
2016-04-11 18:03:22.073011, cache hit
2016-04-11 18:03:27.135043, cache hit
2016-04-11 18:03:32.417205, cache hit
2016-04-11 18:03:37.483761, cache hit
2016-04-11 18:03:42.589850, cache hit
2016-04-11 18:03:47.628256, cache hit
2016-04-11 18:03:52.764986, cache hit
2016-04-11 18:03:58.785094, cache hit
2016-04-11 18:04:03.821375, cache hit
2016-04-11 18:04:08.924609, cache hit
2016-04-11 18:04:14.036882, cache hit
2016-04-11 18:04:19.146276, cache hit
2016-04-11 18:04:24.350669, cache hit
2016-04-11 18:04:29.423777, cache hit
2016-04-11 18:04:34.532851, cache hit
2016-04-11 18:04:39.656745, cache hit
2016-04-11 18:04:44.741391, cache hit
2016-04-11 18:04:49.792507, cache hit
2016-04-11 18:04:54.872887, cache hit
2016-04-11 18:04:59.925486, cache hit
2016-04-11 18:05:04.981380, cache hit
2016-04-11 18:05:10.034496, cache hit
2016-04-11 18:05:15.071508, cache hit
2016-04-11 18:05:20.102125, cache hit
2016-04-11 18:05:25.146021, cache hit
2016-04-11 18:05:30.202715, cache hit
2016-04-11 18:05:35.370607, cache hit
2016-04-11 18:05:40.406124, cache hit
2016-04-11 18:05:45.484875, cache hit
2016-04-11 18:05:50.513076, cache hit
2016-04-11 18:05:55.564024, cache hit
2016-04-11 18:06:00.591819, cache hit
2016-04-11 18:06:05.638027, cache hit
2016-04-11 18:06:10.687986, cache hit
2016-04-11 18:06:15.744763, cache hit
2016-04-11 18:06:20.799826, cache hit
2016-04-11 18:06:25.838726, cache hit
2016-04-11 18:06:30.900184, cache hit
2016-04-11 18:06:35.966128, cache hit
2016-04-11 18:06:41.017040, cache hit
2016-04-11 18:06:46.059915, cache hit
2016-04-11 18:06:51.118216, cache hit
2016-04-11 18:06:56.166513, cache hit
2016-04-11 18:07:01.214096, cache hit
2016-04-11 18:07:06.263374, cache hit
